Sno,Date,State/UnionTerritory,Cured,Deaths,Confirmed,mortal_rate,cured_rate
328,24/03/20,Manipur,0,0,1,0.0,0.0
352,25/03/20,Manipur,0,0,1,0.0,0.0
382,26/03/20,Manipur,0,0,1,0.0,0.0
409,27/03/20,Manipur,0,0,1,0.0,0.0
436,28/03/20,Manipur,0,0,1,0.0,0.0
463,29/03/20,Manipur,0,0,1,0.0,0.0
490,30/03/20,Manipur,0,0,1,0.0,0.0
518,31/03/20,Manipur,0,0,1,0.0,0.0
548,01/04/20,Manipur,0,0,1,0.0,0.0
577,02/04/20,Manipur,0,0,1,0.0,0.0
607,03/04/20,Manipur,0,0,2,0.0,0.0
638,04/04/20,Manipur,0,0,2,0.0,0.0
668,05/04/20,Manipur,0,0,2,0.0,0.0
698,06/04/20,Manipur,0,0,2,0.0,0.0
728,07/04/20,Manipur,0,0,2,0.0,0.0
759,08/04/20,Manipur,0,0,2,0.0,0.0
790,09/04/20,Manipur,1,0,2,0.0,0.5
821,10/04/20,Manipur,1,0,2,0.0,0.5
852,11/04/20,Manipur,1,0,2,0.0,0.5
883,12/04/20,Manipur,1,0,2,0.0,0.5
914,13/04/20,Manipur,1,0,2,0.0,0.5
946,14/04/20,Manipur,1,0,2,0.0,0.5
979,15/04/20,Manipur,1,0,2,0.0,0.5
1012,16/04/20,Manipur,1,0,2,0.0,0.5
1045,17/04/20,Manipur,1,0,2,0.0,0.5
1078,18/04/20,Manipur,1,0,2,0.0,0.5
1111,19/04/20,Manipur,1,0,2,0.0,0.5
1144,20/04/20,Manipur,2,0,2,0.0,1.0
1177,21/04/20,Manipur,2,0,2,0.0,1.0
1210,22/04/20,Manipur,2,0,2,0.0,1.0
1242,23/04/20,Manipur,2,0,2,0.0,1.0
1274,24/04/20,Manipur,2,0,2,0.0,1.0
1306,25/04/20,Manipur,2,0,2,0.0,1.0
1338,26/04/20,Manipur,2,0,2,0.0,1.0
1370,27/04/20,Manipur,2,0,2,0.0,1.0
1402,28/04/20,Manipur,2,0,2,0.0,1.0
1434,29/04/20,Manipur,2,0,2,0.0,1.0
1466,30/04/20,Manipur,2,0,2,0.0,1.0
1498,01/05/20,Manipur,2,0,2,0.0,1.0
1530,02/05/20,Manipur,2,0,2,0.0,1.0
1562,03/05/20,Manipur,2,0,2,0.0,1.0
1594,04/05/20,Manipur,2,0,2,0.0,1.0
1626,05/05/20,Manipur,2,0,2,0.0,1.0
1659,06/05/20,Manipur,2,0,2,0.0,1.0
1692,07/05/20,Manipur,2,0,2,0.0,1.0
1725,08/05/20,Manipur,2,0,2,0.0,1.0
1758,09/05/20,Manipur,2,0,2,0.0,1.0
1791,10/05/20,Manipur,2,0,2,0.0,1.0
1824,11/05/20,Manipur,2,0,2,0.0,1.0
1857,12/05/20,Manipur,2,0,2,0.0,1.0
1890,13/05/20,Manipur,2,0,2,0.0,1.0
1923,14/05/20,Manipur,2,0,2,0.0,1.0
1956,15/05/20,Manipur,2,0,3,0.0,0.6666666666666666
1989,16/05/20,Manipur,2,0,3,0.0,0.6666666666666666
2022,17/05/20,Manipur,2,0,7,0.0,0.2857142857142857
2055,18/05/20,Manipur,2,0,7,0.0,0.2857142857142857
2088,19/05/20,Manipur,2,0,7,0.0,0.2857142857142857
2121,20/05/20,Manipur,2,0,9,0.0,0.2222222222222222
2155,21/05/20,Manipur,2,0,25,0.0,0.08
2189,22/05/20,Manipur,2,0,25,0.0,0.08
2223,23/05/20,Manipur,2,0,26,0.0,0.07692307692307693
2257,24/05/20,Manipur,4,0,29,0.0,0.13793103448275862
2292,25/05/20,Manipur,4,0,32,0.0,0.125
2327,26/05/20,Manipur,4,0,39,0.0,0.10256410256410256
2363,27/05/20,Manipur,4,0,39,0.0,0.10256410256410256
2399,28/05/20,Manipur,4,0,44,0.0,0.09090909090909091
2435,29/05/20,Manipur,5,0,55,0.0,0.09090909090909091
2471,30/05/20,Manipur,8,0,59,0.0,0.13559322033898305
2507,31/05/20,Manipur,8,0,62,0.0,0.12903225806451613
2543,01/06/20,Manipur,11,0,71,0.0,0.15492957746478872
2579,02/06/20,Manipur,11,0,83,0.0,0.13253012048192772
2615,03/06/20,Manipur,14,0,89,0.0,0.15730337078651685
2651,04/06/20,Manipur,38,0,118,0.0,0.3220338983050847
2687,05/06/20,Manipur,38,0,124,0.0,0.3064516129032258
