Sno,Date,State/UnionTerritory,Cured,Deaths,Confirmed,mortal_rate,cured_rate
1256,24/04/20,Andhra Pradesh,145,29,955,0.030366492146596858,0.1518324607329843
1288,25/04/20,Andhra Pradesh,171,31,1061,0.029217719132893498,0.16116870876531575
1320,26/04/20,Andhra Pradesh,231,31,1097,0.028258887876025523,0.2105742935278031
1352,27/04/20,Andhra Pradesh,235,31,1177,0.026338147833474938,0.19966015293118097
1384,28/04/20,Andhra Pradesh,258,31,1259,0.024622716441620333,0.20492454328832407
1416,29/04/20,Andhra Pradesh,287,31,1332,0.023273273273273273,0.21546546546546547
1448,30/04/20,Andhra Pradesh,321,31,1403,0.022095509622238062,0.22879543834640056
1480,01/05/20,Andhra Pradesh,403,33,1463,0.022556390977443608,0.27546138072453863
1512,02/05/20,Andhra Pradesh,403,33,1463,0.022556390977443608,0.27546138072453863
1544,03/05/20,Andhra Pradesh,488,33,1583,0.020846493998736577,0.30827542640555905
1576,04/05/20,Andhra Pradesh,524,36,1650,0.02181818181818182,0.31757575757575757
1608,05/05/20,Andhra Pradesh,589,36,1717,0.020966802562609202,0.34304018637157835
1640,06/05/20,Andhra Pradesh,589,36,1717,0.020966802562609202,0.34304018637157835
1673,07/05/20,Andhra Pradesh,729,36,1777,0.020258863252673044,0.41024198086662916
1706,08/05/20,Andhra Pradesh,780,38,1847,0.02057390362750406,0.4223064428803465
1739,09/05/20,Andhra Pradesh,842,41,1887,0.02172760996290408,0.4462109167991521
1772,10/05/20,Andhra Pradesh,887,44,1930,0.022797927461139896,0.4595854922279793
1805,11/05/20,Andhra Pradesh,925,45,1980,0.022727272727272728,0.4671717171717172
1838,12/05/20,Andhra Pradesh,975,45,2018,0.022299306243805748,0.48315163528245786
1871,13/05/20,Andhra Pradesh,1056,46,2090,0.02200956937799043,0.5052631578947369
1904,14/05/20,Andhra Pradesh,1142,47,2137,0.021993448759943846,0.5343940102948058
1937,15/05/20,Andhra Pradesh,1192,48,2205,0.021768707482993196,0.5405895691609978
1970,16/05/20,Andhra Pradesh,1252,48,2307,0.02080624187256177,0.5426961421759862
2003,17/05/20,Andhra Pradesh,1353,49,2355,0.020806794055201697,0.5745222929936306
2036,18/05/20,Andhra Pradesh,1456,50,2407,0.02077274615704196,0.6049023680930619
2069,19/05/20,Andhra Pradesh,1552,50,2474,0.02021018593371059,0.6273241713823767
2102,20/05/20,Andhra Pradesh,1621,52,2532,0.020537124802527645,0.6402053712480252
2136,21/05/20,Andhra Pradesh,1640,53,2602,0.020368946963873945,0.6302843966179862
2170,22/05/20,Andhra Pradesh,1709,53,2647,0.020022667170381564,0.6456365697015489
2204,23/05/20,Andhra Pradesh,1763,55,2709,0.020302694721299374,0.6507936507936508
2238,24/05/20,Andhra Pradesh,1809,56,2757,0.020311933260790716,0.6561479869423286
2273,25/05/20,Andhra Pradesh,1856,56,2823,0.01983705278072972,0.6574566064470422
2308,26/05/20,Andhra Pradesh,1896,56,3110,0.0180064308681672,0.6096463022508039
2344,27/05/20,Andhra Pradesh,2009,57,3171,0.017975402081362345,0.6335540838852097
2380,28/05/20,Andhra Pradesh,2057,58,3171,0.01829076001261432,0.6486912645853044
2416,29/05/20,Andhra Pradesh,2125,59,3251,0.018148262073208243,0.6536450322977545
2452,30/05/20,Andhra Pradesh,2226,60,3436,0.017462165308498253,0.6478463329452853
2488,31/05/20,Andhra Pradesh,2289,60,3569,0.016811431773606052,0.6413561221630709
2524,01/06/20,Andhra Pradesh,2349,62,3679,0.01685240554498505,0.6384887197608046
2560,02/06/20,Andhra Pradesh,2378,64,3783,0.0169177901136664,0.6286016389109172
2596,03/06/20,Andhra Pradesh,2421,64,3898,0.016418676244227808,0.62108773730118
2632,04/06/20,Andhra Pradesh,2466,68,4080,0.016666666666666666,0.6044117647058823
2668,05/06/20,Andhra Pradesh,2539,71,4223,0.016812692398768647,0.6012313521193464
