Sno,Date,State/UnionTerritory,Cured,Deaths,Confirmed,mortal_rate,cured_rate
257,21/03/20,Madhya Pradesh,0,0,4,0.0,0.0
280,22/03/20,Madhya Pradesh,0,0,4,0.0,0.0
303,23/03/20,Madhya Pradesh,0,0,6,0.0,0.0
326,24/03/20,Madhya Pradesh,0,0,7,0.0,0.0
350,25/03/20,Madhya Pradesh,0,0,14,0.0,0.0
380,26/03/20,Madhya Pradesh,0,1,20,0.05,0.0
407,27/03/20,Madhya Pradesh,0,1,20,0.05,0.0
434,28/03/20,Madhya Pradesh,0,2,30,0.06666666666666667,0.0
461,29/03/20,Madhya Pradesh,0,2,30,0.06666666666666667,0.0
488,30/03/20,Madhya Pradesh,0,3,47,0.06382978723404255,0.0
516,31/03/20,Madhya Pradesh,0,3,47,0.06382978723404255,0.0
546,01/04/20,Madhya Pradesh,0,3,66,0.045454545454545456,0.0
575,02/04/20,Madhya Pradesh,0,6,99,0.06060606060606061,0.0
605,03/04/20,Madhya Pradesh,0,6,104,0.057692307692307696,0.0
636,04/04/20,Madhya Pradesh,0,6,104,0.057692307692307696,0.0
666,05/04/20,Madhya Pradesh,0,9,165,0.05454545454545454,0.0
696,06/04/20,Madhya Pradesh,0,9,165,0.05454545454545454,0.0
726,07/04/20,Madhya Pradesh,0,13,229,0.056768558951965066,0.0
757,08/04/20,Madhya Pradesh,0,13,229,0.056768558951965066,0.0
788,09/04/20,Madhya Pradesh,0,16,259,0.06177606177606178,0.0
819,10/04/20,Madhya Pradesh,0,16,259,0.06177606177606178,0.0
850,11/04/20,Madhya Pradesh,0,33,443,0.0744920993227991,0.0
881,12/04/20,Madhya Pradesh,0,36,564,0.06382978723404255,0.0
912,13/04/20,Madhya Pradesh,44,43,604,0.07119205298013245,0.0728476821192053
944,14/04/20,Madhya Pradesh,51,50,730,0.0684931506849315,0.06986301369863014
977,15/04/20,Madhya Pradesh,64,53,987,0.05369807497467072,0.06484295845997974
1010,16/04/20,Madhya Pradesh,64,53,1120,0.04732142857142857,0.05714285714285714
1043,17/04/20,Madhya Pradesh,65,57,1308,0.04357798165137615,0.04969418960244648
1076,18/04/20,Madhya Pradesh,69,69,1355,0.05092250922509225,0.05092250922509225
1109,19/04/20,Madhya Pradesh,127,70,1407,0.04975124378109453,0.09026297085998579
1142,20/04/20,Madhya Pradesh,127,74,1485,0.04983164983164983,0.08552188552188553
1175,21/04/20,Madhya Pradesh,127,76,1540,0.04935064935064935,0.08246753246753247
1208,22/04/20,Madhya Pradesh,148,80,1592,0.05025125628140704,0.09296482412060302
1240,23/04/20,Madhya Pradesh,148,81,1695,0.047787610619469026,0.08731563421828908
1272,24/04/20,Madhya Pradesh,203,83,1852,0.044816414686825054,0.10961123110151189
1304,25/04/20,Madhya Pradesh,210,92,1952,0.0471311475409836,0.10758196721311475
1336,26/04/20,Madhya Pradesh,210,99,2096,0.04723282442748092,0.10019083969465649
1368,27/04/20,Madhya Pradesh,302,106,2168,0.048892988929889296,0.1392988929889299
1400,28/04/20,Madhya Pradesh,361,113,2368,0.04771959459459459,0.15244932432432431
1432,29/04/20,Madhya Pradesh,377,119,2561,0.046466224131198754,0.14720812182741116
1464,30/04/20,Madhya Pradesh,461,130,2660,0.04887218045112782,0.17330827067669172
1496,01/05/20,Madhya Pradesh,482,137,2719,0.05038617138653917,0.1772710555351232
1528,02/05/20,Madhya Pradesh,524,145,2719,0.05332842956969474,0.19271791099668997
1560,03/05/20,Madhya Pradesh,798,156,2846,0.054813773717498245,0.2803935347856641
1592,04/05/20,Madhya Pradesh,798,165,2942,0.056084296397008834,0.27124405166553367
1624,05/05/20,Madhya Pradesh,1000,176,3049,0.05772384388324041,0.3279763857002296
1657,06/05/20,Madhya Pradesh,1000,176,3049,0.05772384388324041,0.3279763857002296
1690,07/05/20,Madhya Pradesh,1099,185,3138,0.058954748247291265,0.35022307202039515
1723,08/05/20,Madhya Pradesh,1231,193,3252,0.05934809348093481,0.3785362853628536
1756,09/05/20,Madhya Pradesh,1349,200,3341,0.059862316671655195,0.4037713259503143
1789,10/05/20,Madhya Pradesh,1676,215,3614,0.05949086884338683,0.4637520752628666
1822,11/05/20,Madhya Pradesh,1676,215,3614,0.05949086884338683,0.4637520752628666
1855,12/05/20,Madhya Pradesh,1747,221,3785,0.058388375165125496,0.46155878467635403
1888,13/05/20,Madhya Pradesh,1860,225,3986,0.056447566482689414,0.46663321625689913
1921,14/05/20,Madhya Pradesh,2004,232,4173,0.055595494847831294,0.4802300503235083
1954,15/05/20,Madhya Pradesh,2171,237,4426,0.0535472209670131,0.4905106190691369
1987,16/05/20,Madhya Pradesh,2283,239,4595,0.05201305767138194,0.4968443960826986
2020,17/05/20,Madhya Pradesh,2315,243,4789,0.05074128210482355,0.48339945708916265
2053,18/05/20,Madhya Pradesh,2403,248,4977,0.049829214386176414,0.48282097649186256
2086,19/05/20,Madhya Pradesh,2435,252,5236,0.0481283422459893,0.4650496562261268
2119,20/05/20,Madhya Pradesh,2630,258,5465,0.04720951509606587,0.48124428179322964
2153,21/05/20,Madhya Pradesh,2733,267,5735,0.046556233653007845,0.4765475152571927
2187,22/05/20,Madhya Pradesh,2843,270,5981,0.045142952683497745,0.47533857214512626
2221,23/05/20,Madhya Pradesh,3089,272,6170,0.044084278768233384,0.5006482982171799
2255,24/05/20,Madhya Pradesh,3267,281,6371,0.04410610579186941,0.5127923402919479
2290,25/05/20,Madhya Pradesh,3408,290,6665,0.04351087771942986,0.5113278319579895
2325,26/05/20,Madhya Pradesh,3571,300,6859,0.04373815424989065,0.5206298294211984
2361,27/05/20,Madhya Pradesh,3689,305,7024,0.04342255125284738,0.5251993166287016
2397,28/05/20,Madhya Pradesh,3927,313,7261,0.04310701005371161,0.5408345957857045
2433,29/05/20,Madhya Pradesh,4050,321,7453,0.04306990473634778,0.5434053401314907
2469,30/05/20,Madhya Pradesh,4269,334,7645,0.04368868541530412,0.5584041857423152
2505,31/05/20,Madhya Pradesh,4444,343,7891,0.04346724116081612,0.5631732353313902
2541,01/06/20,Madhya Pradesh,4842,350,8089,0.0432686364198294,0.5985906786994684
2577,02/06/20,Madhya Pradesh,5003,358,8283,0.04322105517324641,0.6040082095858988
