Sno,Date,State/UnionTerritory,Cured,Deaths,Confirmed,mortal_rate,cured_rate
909,13/04/20,Karnataka,59,6,247,0.024291497975708502,0.2388663967611336
941,14/04/20,Karnataka,65,9,258,0.03488372093023256,0.25193798449612403
974,15/04/20,Karnataka,75,11,277,0.039711191335740074,0.27075812274368233
1007,16/04/20,Karnataka,82,13,315,0.04126984126984127,0.26031746031746034
1040,17/04/20,Karnataka,82,13,353,0.036827195467422094,0.23229461756373937
1073,18/04/20,Karnataka,92,13,371,0.03504043126684636,0.24797843665768193
1106,19/04/20,Karnataka,104,14,384,0.036458333333333336,0.2708333333333333
1139,20/04/20,Karnataka,111,16,395,0.04050632911392405,0.2810126582278481
1172,21/04/20,Karnataka,114,17,415,0.04096385542168675,0.2746987951807229
1205,22/04/20,Karnataka,129,17,425,0.04,0.3035294117647059
1237,23/04/20,Karnataka,141,17,443,0.03837471783295711,0.3182844243792325
1269,24/04/20,Karnataka,150,18,463,0.038876889848812095,0.32397408207343414
1301,25/04/20,Karnataka,153,18,489,0.03680981595092025,0.3128834355828221
1333,26/04/20,Karnataka,177,18,501,0.03592814371257485,0.3532934131736527
1365,27/04/20,Karnataka,188,20,511,0.03913894324853229,0.3679060665362035
1397,28/04/20,Karnataka,198,20,520,0.038461538461538464,0.38076923076923075
1429,29/04/20,Karnataka,215,20,532,0.03759398496240601,0.4041353383458647
1461,30/04/20,Karnataka,223,21,557,0.03770197486535009,0.400359066427289
1493,01/05/20,Karnataka,235,22,576,0.03819444444444445,0.4079861111111111
1525,02/05/20,Karnataka,251,22,589,0.03735144312393888,0.42614601018675724
1557,03/05/20,Karnataka,282,25,606,0.041254125412541254,0.46534653465346537
1589,04/05/20,Karnataka,304,26,642,0.040498442367601244,0.4735202492211838
1621,05/05/20,Karnataka,324,28,659,0.042488619119878605,0.49165402124430957
1654,06/05/20,Karnataka,331,29,671,0.043219076005961254,0.4932935916542474
1687,07/05/20,Karnataka,354,29,693,0.04184704184704185,0.5108225108225108
1720,08/05/20,Karnataka,366,30,705,0.0425531914893617,0.5191489361702127
1753,09/05/20,Karnataka,376,30,753,0.0398406374501992,0.49933598937583
1786,10/05/20,Karnataka,386,30,794,0.037783375314861464,0.48614609571788414
1819,11/05/20,Karnataka,424,31,848,0.036556603773584904,0.5
1852,12/05/20,Karnataka,426,31,862,0.03596287703016241,0.494199535962877
1885,13/05/20,Karnataka,433,31,925,0.03351351351351351,0.4681081081081081
1918,14/05/20,Karnataka,451,33,959,0.03441084462982273,0.470281543274244
1951,15/05/20,Karnataka,460,35,987,0.03546099290780142,0.46605876393110435
1984,16/05/20,Karnataka,480,36,1056,0.03409090909090909,0.45454545454545453
2017,17/05/20,Karnataka,496,36,1092,0.03296703296703297,0.4542124542124542
2050,18/05/20,Karnataka,509,37,1147,0.03225806451612903,0.44376634699215345
2083,19/05/20,Karnataka,530,37,1246,0.02969502407704655,0.42536115569823435
2116,20/05/20,Karnataka,544,40,1397,0.02863278453829635,0.38940586972083036
2150,21/05/20,Karnataka,556,41,1462,0.0280437756497948,0.3803009575923393
2184,22/05/20,Karnataka,571,41,1605,0.02554517133956386,0.3557632398753894
2218,23/05/20,Karnataka,597,41,1743,0.023522662076878944,0.342512908777969
2252,24/05/20,Karnataka,608,42,1959,0.021439509954058193,0.3103624298111281
2287,25/05/20,Karnataka,654,42,2089,0.020105313547151747,0.3130684538056486
2322,26/05/20,Karnataka,705,44,2182,0.02016498625114574,0.3230980751604033
2358,27/05/20,Karnataka,748,44,2283,0.019272886552781428,0.32763907139728426
2394,28/05/20,Karnataka,781,47,2418,0.01943755169561621,0.3229942100909843
2430,29/05/20,Karnataka,834,47,2533,0.018555073035925778,0.329253849190683
2466,30/05/20,Karnataka,894,48,2781,0.017259978425026967,0.3214670981661273
2502,31/05/20,Karnataka,997,48,2922,0.01642710472279261,0.3412046543463381
2538,01/06/20,Karnataka,1218,51,3221,0.015833592052157716,0.3781434337162372
2574,02/06/20,Karnataka,1328,52,3408,0.015258215962441314,0.38967136150234744
2610,03/06/20,Karnataka,1403,52,3796,0.0136986301369863,0.3695995785036881
2646,04/06/20,Karnataka,1514,53,4063,0.013044548363278365,0.37263106079251784
2682,05/06/20,Karnataka,1610,57,4320,0.013194444444444444,0.3726851851851852
